language,filename,blank,comment,code,"github.com/AlDanial/cloc v 2.04  T=9.92 s (115.8 files/s 117475.8 lines/s)"
XML,..\..\dev\winforms\pie\packages\System.Security.Cryptography.Xml.7.0.0\lib\netstandard2.0\System.Security.Cryptography.Xml.xml,3,0,850
XML,..\..\dev\winforms\pie\packages\System.Diagnostics.PerformanceCounter.7.0.0\runtimes\win\lib\net7.0\System.Diagnostics.PerformanceCounter.xml,0,0,798
XML,..\..\dev\winforms\pie\packages\System.Security.Principal.Windows.5.0.0\ref\netstandard1.3\ja\System.Security.Principal.Windows.xml,0,0,798
XML,..\..\dev\winforms\pie\packages\System.Security.Principal.Windows.5.0.0\ref\netstandard1.3\ko\System.Security.Principal.Windows.xml,0,0,798
XML,..\..\dev\winforms\pie\packages\System.Security.Cryptography.Xml.7.0.0\lib\net6.0\System.Security.Cryptography.Xml.xml,0,0,790
C#,..\..\dev\winforms\pie\packages\CefSharp.Common.116.0.150\src\CefSharp\ResourceHandler.cs,71,180,787
XML,..\..\dev\winforms\pie\packages\System.Configuration.ConfigurationManager.7.0.0\lib\net462\System.Configuration.ConfigurationManager.xml,3,0,769
XML,..\..\dev\winforms\pie\packages\System.DirectoryServices.AccountManagement.7.0.0\runtimes\win\lib\net6.0\System.DirectoryServices.AccountManagement.xml,15,0,764
XML,..\..\dev\winforms\pie\packages\System.Diagnostics.EventLog.7.0.0\runtimes\win\lib\net6.0\System.Diagnostics.EventLog.xml,0,0,749
XML,..\..\dev\winforms\pie\packages\System.Security.Cryptography.Pkcs.7.0.0\lib\netstandard2.1\System.Security.Cryptography.Pkcs.xml,6,0,745
XML,..\..\dev\winforms\pie\packages\System.Security.Principal.Windows.5.0.0\ref\netstandard1.3\zh-hant\System.Security.Principal.Windows.xml,0,0,744
XML,..\..\dev\winforms\pie\packages\System.Security.Principal.Windows.5.0.0\ref\netstandard1.3\zh-hans\System.Security.Principal.Windows.xml,0,0,742
XML,..\..\dev\winforms\pie\packages\System.Security.Principal.Windows.5.0.0\ref\netstandard1.3\fr\System.Security.Principal.Windows.xml,0,0,735
XML,..\..\dev\winforms\pie\packages\System.Security.Principal.Windows.5.0.0\ref\netstandard1.3\System.Security.Principal.Windows.xml,0,0,733
XML,..\..\dev\winforms\pie\packages\System.Security.Principal.Windows.5.0.0\ref\netstandard1.3\de\System.Security.Principal.Windows.xml,0,0,733
XML,..\..\dev\winforms\pie\packages\System.Security.Principal.Windows.5.0.0\ref\netstandard1.3\es\System.Security.Principal.Windows.xml,0,0,733
XML,..\..\dev\winforms\pie\packages\System.Security.Principal.Windows.5.0.0\ref\netstandard1.3\it\System.Security.Principal.Windows.xml,0,0,733
XML,..\..\dev\winforms\pie\packages\System.Security.Principal.Windows.5.0.0\ref\netstandard1.3\ru\System.Security.Principal.Windows.xml,0,0,725
XML,..\..\dev\winforms\pie\packages\System.Security.Cryptography.Xml.7.0.0\lib\net7.0\System.Security.Cryptography.Xml.xml,0,0,719
Text,..\..\dev\winforms\pie\packages\System.Security.AccessControl.6.0.0\THIRD-PARTY-NOTICES.TXT,223,0,716
XML,..\..\dev\winforms\pie\packages\System.DirectoryServices.7.0.0\lib\netstandard2.0\System.DirectoryServices.xml,3,0,707
XML,..\..\dev\winforms\pie\packages\System.Data.OleDb.7.0.0\lib\netstandard2.0\System.Data.OleDb.xml,3,0,705
